,noun,count
3978,소입,17
874,니니,17
1419,안빠,17
2852,차고,17
1439,르,17
3195,가운데,17
3438,청량리,17
1872,신사동,17
1459,듯이,17
2665,리가,17
185,주거지역,17
2455,경희대,17
4923,장기,17
5193,기관,17
268,고속,17
3412,장비,17
3063,지급,17
1010,일찍,17
105,열심,17
2948,신성,17
2264,코스,17
2629,주기,17
2154,형태,17
783,회수,17
2253,홍대입구역,17
3606,여가,17
1075,곳곳,17
6082,대흥역,17
5064,다운,17
2197,남단,17
6210,경과,17
3582,내주,17
2931,글자,17
1679,신형,17
346,일로,17
2331,요한,17
3869,리라,17
1289,노출,17
2343,신가,17
2013,수락산역,17
4903,장안,17
1997,곤란,17
4188,로움,17
691,국민,17
2893,누,17
3521,금지,17
6427,배명,17
652,복지관,17
2774,종점,17
1583,비롯,17
3400,가로,17
4473,형식,17
1791,경기도,17
6830,쓰기,17
6867,용산역,17
3270,대략,17
1016,커서,16
3234,쭉,16
426,표,16
560,편의점,16
3983,신호,16
722,청계천,16
1977,몹시,16
4714,힐,16
3155,로부터,16
469,증거,16
2815,아이파크,16
1582,납득,16
1005,두산,16
1514,절약,16
3850,뚝섬,16
975,연체,16
4194,회신,16
3671,오금역,16
6572,청량리역,16
2346,시가,16
7429,창포,16
3254,공영,16
785,할인,16
3475,법,16
3180,최고,16
913,리나,16
800,주지,16
2767,서초역,16
2711,송정역,16
7452,홈플러스,16
3094,관악,16
661,구나,16
4806,신도림,16
2117,도로로,16
5413,정상화,16
5040,하진,16
2737,통학,16
6022,로터리,16
2204,지사,16
3090,이중,16
3570,고척,16
1094,손가락,16
3004,기재,16
1087,짓,16
3093,교대,16
5179,이미지,16
3890,대진고,16
5161,우체국,16
4272,구로역,16
2676,북쪽,16
5496,고서,16
2802,을시,16
3387,한양,16
3120,서울숲,16
2974,사람인,16
2642,경찰,16
1622,종일,16
5015,모,16
2673,맘,16
3535,범위,16
1292,강하,16
3796,영향,16
1754,캡쳐,16
5918,확정,16
2592,뻔,16
2468,성당,16
4014,이란,16
3912,안정,16
1471,중간지점,16
1446,을지로,16
526,멍,16
2848,수십,16
8122,파리,16
2597,신정,16
1842,배터리,16
4574,부암동,16
2870,직관,16
3416,인기,16
1677,분실물,16
4171,계좌,16
2103,위주,15
1678,플라스틱,15
184,밀도,15
2619,종,15
3703,겨울,15
3409,통신사,15
5229,탭,15
2519,간다,15
3939,타도,15
6791,후암동,15
5897,수색역,15
3533,사정,15
1730,분석,15
861,불쾌,15
4521,증상,15
4214,혼자,15
1753,배분,15
4159,수하,15
5076,양천,15
1863,운용,15
3526,개정,15
4244,아리랑,15
2003,질적,15
4537,용산,15
1317,시장님,15
4987,아이디어,15
2292,적절,15
1324,버그,15
1325,앞뒤,15
3590,대정,15
1628,뜻,15
6205,수련,15
3542,차로,15
1270,구가,15
1081,가시,15
2457,내부,15
3089,반환,15
1608,청년,15
4170,신월,15
6073,신길역,15
3284,의도,15
3297,세상,15
3226,성북,15
2192,걷기,15
5178,실사,15
118,결론,15
3294,역할,15
2223,하나로,15
4108,평창동,15
6690,용산구,15
4515,분당,15
4118,이문,15
3767,방송,15
633,대면,15
1058,불어,15
3879,가양역,15
1456,시어,15
1051,개수,15
1247,응,15
6088,소하,15
472,상암,15
598,당부,15
3115,휴일,15
4736,명의,15
7809,숲길,15
1630,시각,15
1948,그로,15
8191,대학동,15
3334,후미,15
1924,가오,15
7395,거주지,15
1950,주어,15
731,석촌역,15
915,길찾기,15
2554,택,15
6156,숭실대입구역,15
2922,등하교,15
883,허탕,15
1442,삼청동,15
4018,접,15
3481,유독,15
1953,장점,15
1957,숲,15
4033,서울대학교,15
2907,지게,15
3792,이용기,15
1701,이로,15
1892,간곡,15
3511,주심,15
5066,푸른,15
4671,족,15
4506,절감,15
3491,왕복,15
4125,빌라,15
765,저런,15
3721,대고,15
3896,구민,15
4428,나가야,15
556,이합,15
3813,자연,15
2567,뒤쪽,14
2244,뿐더러,14
5025,놈,14
3258,에나,14
3670,다한,14
2593,간신,14
8358,촬영소,14
2435,근래,14
1131,얼굴,14
3561,요새,14
608,드림,14
3143,이듭,14
1066,치료,14
1830,황,14
4103,경계,14
5399,의무,14
4454,난하,14
3456,직전,14
6021,일원역,14
110,공항,14
4767,차단,14
2368,알리,14
7707,약관,14
3005,바램,14
2992,식별,14
1747,주거지,14
5069,장한평역,14
1555,유사,14
3479,얘,14
310,안전모,14
2531,여권,14
9248,경보,14
4392,쇼,14
1764,박스,14
674,큐,14
1371,여요,14
4979,북한,14
3737,한정,14
6291,출퇴근길,14
1965,사당,14
2276,압구정,14
2278,교통체증,14
2467,좌측,14
3137,최신,14
1155,차감,14
2930,아이콘,14
5190,동부,14
5255,조심,14
5101,저촉,14
1815,장안동,14
5687,연남동,14
2287,트럭,14
1598,가능성,14
5329,남쪽,14
2415,동대문역,14
5783,오르막,14
4209,대합,14
435,기면,14
3742,며,14
5440,휴대폰결제,14
679,머,14
3131,상하,14
2969,내시,14
300,리셋,14
1361,마전,14
2580,지인,14
4337,미세먼지,14
3276,방해,14
3736,경쟁,14
30,피드백,14
4613,스타,14
1033,피,14
3447,지방,14
3121,조성,14
2671,겸,14
4947,내세,14
5462,정지,14
5239,일원,14
6229,렉,14
1547,대상,14
4724,중랑,14
4413,금요일,14
6574,문정역,13
4443,스마트,13
6204,강북,13
2173,정차,13
2633,테,13
5062,무릅,13
3029,치면,13
2177,옥수역,13
6842,예정일,13
673,새끼,13
2375,종류,13
794,결합,13
2161,자로,13
2935,다현,13
1695,에다가,13
2280,하리,13
2395,노량진역,13
2667,전쟁,13
2814,건영,13
4876,군,13
6097,갈비뼈,13
1727,수록,13
980,군자역,13
6347,홈피,13
4124,세검정,13
3953,가락시장,13
292,부품,13
3638,통보,13
3304,연락처,13
2295,능,13
3714,프레임,13
5357,성실,13
4853,연결고리,13
4119,지구대,13
2846,금호,13
2231,가락,13
1072,절실,13
7233,법원,13
2842,여분,13
4221,부러,13
3968,른,13
2573,분포,13
2638,물건,13
3701,불과,13
8107,대림동,13
420,기바,13
6799,성공,13
5368,청담,13
2712,당한,13
5958,카메라,13
1233,효,13
1229,명확,13
4640,연간,13
5053,리도,13
2599,방화역,13
368,왕십리,13
3520,납부,13
4416,매,13
4985,체크카드,13
3972,사용권,13
1808,시반,13
3394,조단,13
7015,서호,13
4434,상도,13
4690,만해,13
3179,여간,13
3565,흡연,13
4327,고지,13
4560,서대문역,13
3916,면허,13
1282,물이,13
2545,단독,13
1534,나은,13
8709,개천,13
7336,아하,13
5492,붙이,13
2801,물리,13
2066,이점,13
3133,조작,13
9040,툭하면,13
4750,뚝섬역,13
1305,신목동역,13
1593,노,13
2074,자곡,13
3435,차하,13
6402,나사,13
2031,동이,13
3505,항,13
3823,인치,13
1509,가치,13
4367,최악,13
1504,단거리,13
5861,대모산,13
1553,부여,13
3064,외국,13
4682,수차,13
3821,레,13
1199,평생,13
2138,초래,13
3579,보유,13
3285,현실,13
1314,성대,12
8336,지붕,12
3674,대충,12
4683,례,12
1921,안심,12
4938,용해도,12
4036,용도,12
1297,화이팅,12
3715,사각,12
3342,반사,12
2912,체계,12
2407,지기,12
6265,인지도,12
9936,도화,12
1648,튀어,12
2867,지니,12
4369,토요일,12
5538,제출,12
3130,발급,12
3448,병무청,12
1876,갯수,12
3128,여대,12
718,오목교역,12
7289,명칭,12
2259,지역구,12
2534,푯말,12
1440,이촌,12
6166,신이문역,12
5961,우이천,12
2323,항의,12
2322,아가서,12
7208,매월,12
1966,이수,12
922,숭례문,12
5611,공항철도,12
4500,길동역,12
4336,이륜차,12
7001,명시,12
5752,미아사거리,12
760,즐,12
4858,캐시비,12
2758,실적,12
4182,누락,12
9231,불통,12
5549,서나,12
968,방배,12
2296,네비게이션,12
1945,난리,12
2586,구비,12
1939,시인,12
3462,응원,12
2471,꼽,12
2288,어르신,12
1990,대규모,12
3743,명동역,12
4991,기한,12
5254,최대로,12
4023,루트,12
1956,꿈,12
3679,보라,12
1455,상기,12
1284,재질,12
675,알코,12
4435,리세,12
8645,화곡역,12
2504,중고,12
3769,제약,12
5463,추어,12
2503,수명,12
2111,땡볕,12
7418,기업은행,12
1187,인정,12
2442,개롱역,12
3019,나름,12
1114,사기,12
1744,거가,12
1843,건대입구역,12
5470,발신,12
4096,플러스,12
4253,성산,12
1748,의성,12
330,아들,12
2834,크롤,12
3411,다섯,12
4788,편도,12
4243,통계,12
7420,전조등,12
1508,과연,12
4804,길음역,12
3766,극동,12
3288,목표,12
4494,캠퍼스,12
3946,나라,12
3693,텅,12
4246,가납,12
1750,정인지,12
1675,케이스,12
4420,이용수,12
4811,둘째,12
4077,전멸,12
2441,맨,12
2895,어간,12
6589,사이언스,12
1862,산책,12
3759,껏,12
5481,과거,12
3095,차별,12
5480,적지,12
5834,가락시장역,12
4986,재발,12
7570,도무지,12
5164,기업,12
1818,떡,12
2235,구일역,12
4001,소용,12
2059,나기,12
6829,만대,12
4728,변동,12
5183,언급,12
2746,이상인,12
4184,어깨,12
4424,끼,12
3554,갤럭시,12
1223,부하,12
1257,위쪽,12
5660,산책로,11
2417,삼십,11
2409,증차,11
1918,진행중,11
1832,문하,11
2786,군대,11
848,우림,11
7260,웹사이트,11
3225,틀,11
4943,안정화,11
4951,양천향교역,11
4407,미안,11
3719,갖,11
6123,깜짝,11
8121,축소,11
3897,엑셀,11
2537,독바위역,11
2666,계해,11
3899,미술관,11
3683,경고,11
7698,중화역,11
1526,만요,11
135,금은,11
4063,쓰시,11
5666,전자,11
4057,취하,11
6114,경복궁,11
529,잠원동,11
1891,폐쇄된,11
260,한계,11
2843,관해,11
2446,중지,11
1413,꼭좀,11
4381,농협,11
4379,애정,11
3209,새로고침,11
4409,신촌역,11
7285,당산역,11
1759,예측,11
2776,근시,11
3760,리다,11
2736,체육관,11
3007,탑,11
2087,가양,11
614,로라,11
2215,신사역,11
4224,상처,11
4265,월계,11
6075,시간제,11
3564,차지,11
2998,살짝,11
3367,휘경,11
7509,귀,11
1070,씨,11
1244,시라,11
2748,펌프,11
4300,오랜만,11
3539,운전자,11
2034,청계,11
3124,코오롱,11
1772,대한민국,11
1031,노후,11
1225,강구,11
1222,었,11
10043,정보보호,11
3987,각종,11
4792,상왕십리역,11
3993,절,11
6040,광진,11
2505,오토바이,11
3065,전동,11
4527,부재,11
4237,파서,11
4249,청와대,11
2128,활발,11
2740,거점,11
4810,첫째,11
3600,기획,11
2174,종이,11
3615,루,11
3296,변화,11
3021,지체,11
4107,광고,11
1111,요전,11
10324,비둘기,11
3012,일괄,11
3875,근거리,11
7229,오랫동안,11
4044,무거워,11
4871,미아리고개,11
3517,영,11
1603,라지,11
293,결함,11
565,요소,11
4126,중심지,11
564,용의,11
1351,무용지물,11
7207,제창,11
1355,이예,11
3162,아타,11
4470,화곡,11
1718,항동,11
6568,상상,11
3644,모자라,11
2329,한일,11
2763,합리,11
4354,류,11
6285,남녀,11
4505,탄소,11
2653,아두,11
2934,창덕궁,11
3960,색깔,11
1784,공공시설,11
2687,나하,11
5333,참으로,11
3788,도면,11
1987,통합,11
6708,타라,11
1986,주체,11
1995,공감,11
2277,근접,11
3144,고유,11
581,창동역,11
1779,최초,11
3523,소통,11
3393,정법,11
2753,단점,10
2608,옮,10
2574,케이블,10
2795,갈리,10
2524,이서,10
2830,어딘,10
2464,완벽,10
2655,나루,10
10207,외대앞역,10
2650,하란,10
2827,첨부파일,10
2647,보건소,10
10230,스템,10
2723,기부,10
2765,다오,10
5899,여의,10
5816,관절,10
5776,도심,10
1741,일반인,10
4517,정정,10
3306,태,10
8275,기름,10
1706,어딘가,10
3316,교환,10
4499,측,10
5778,수치,10
6823,중구,10
6130,불광역,10
3325,고통,10
3331,논현역,10
4491,대형,10
4484,타요,10
888,새절역,10
4175,우리나라,10
5723,제거,10
4529,드네,10
4530,상당수,10
3278,사소,10
3928,불가라,10
841,요추,10
3695,장가,10
3203,삭,10
5652,보라매역,10
3205,패드,10
7704,지리,10
1040,악용,10
5683,장소라,10
1092,도둑,10
7742,성동,10
4550,임광,10
3259,숭실,10
4539,남산,10
1783,건만,10
8396,요건,10
3576,모니터링,10
1285,외부,10
1006,위브,10
1417,노들역,10
1414,이대역,10
1395,안남,10
1393,출시,10
1392,각자,10
7844,대림역,10
3487,옴,10
1364,바닥,10
6007,천동,10
8310,햇습니,10
1349,은사,10
1328,뚝섬유원지역,10
1319,태릉입구역,10
1300,합정,10
6701,신축,10
1278,고무,10
4383,미아역,10
3454,성심,10
7872,도봉산역,10
1460,강동역,10
1625,회사원,10
5848,유하,10
3630,신뢰,10
942,다대,10
5855,닌,10
5860,일원터널,10
5864,왕래,10
1562,원상,10
1546,누적,10
3556,빨간색,10
1250,식이,10
983,핀,10
1506,천,10
6771,익숙,10
1476,한성대,10
1895,안달,10
1896,아버,10
833,마무리,10
4029,정성,10
5300,독산역,10
2332,러더,10
3969,코너,10
2920,시내버스,10
8142,수유,10
496,이메일,10
6055,광장동,10
5337,양재천,10
4879,온라인,10
2954,치열,10
4860,도해,10
2973,양해,10
4085,홍제역,10
8256,용어,10
2997,양쪽,10
2908,눌려,10
428,헛걸음,10
7961,책임자,10
3970,매달,10
5219,환승역,10
4229,순서,10
1124,수색동,10
2424,전화통화,10
2863,리좀,10
2864,선점,10
370,레미,10
2397,곡,10
2391,배기,10
3907,나마,10
7238,향상,10
4917,신한은행,10
5265,경사,10
2892,자택,10
5281,은시,10
2221,행정구역,10
2219,위례신도시,10
1044,제작,10
4130,전이,10
5539,트리,10
2005,궁,10
4120,굽은다리역,10
1993,비율,10
3139,고오,10
4699,간의,10
1974,논,10
5587,좌우,10
4824,전면,10
1949,준,10
1163,구의,10
5599,고시,10
1926,연희동,10
1917,여의나루역,10
4152,개포,10
6672,광나루,10
6556,서쪽,10
2028,확률,10
4759,성수,10
3082,하계역,10
4115,붙여넣기,10
2175,우리은행,10
2155,여주시,10
3052,으리,10
686,자랑,10
3077,박원순,10
7551,구동,10
4317,반포역,10
2032,분전,10
6555,소개,10
7072,패달,10
5485,협조,10
2055,화곡동,10
702,사서,10
3940,만드,9
3628,시비,9
4210,헛,9
3929,놨는데,9
8244,딸,9
4207,바보,9
4000,이십,9
3867,신설동역,9
8047,삼육대,9
3803,이력,9
7380,분류,9
3772,다시피,9
7394,제기동,9
4136,더러,9
3716,시청역,9
3692,상명대,9
3687,맨트,9
5023,리저,9
4180,덕,9
3677,장착,9
4190,신내,9
3666,염창역,9
3950,구산,9
4219,부상,9
4960,정착,9
8249,원론,9
3609,업,9
4670,얌체,9
3167,시마,9
4687,천왕,9
3136,볼일,9
7604,워낙,9
4719,최선,9
3117,몽촌토성역,9
2803,출입구,9
4794,순차,9
4822,권리,9
3018,무성의,9
4850,폐쇄되,9
8559,공식,9
2938,옥,9
2927,브라우저,9
4898,한양대,9
2918,독립문,9
7472,사양,9
4907,기입,9
4909,자의,9
2825,미래,9
4926,안넘,9
4961,쇼핑몰,9
4944,응대,9
4953,민간,9
2797,인간,9
4646,우시,9
4643,름,9
4425,양평동,9
4231,건설,9
4234,센트럴,9
4256,한쪽,9
4285,일동,9
4289,에이,9
8298,보광동,9
7857,구별,9
4397,뜸,9
7819,편차,9
3413,고려대,9
9563,분가,9
3390,지식,9
4638,치가,9
4433,비닐,9
3358,생기지,9
2844,권한,9
4481,전보,9
4482,타네,9
3324,무거,9
2777,퇴,9
3243,로나,9
4595,하천,9
4630,청원,9
4633,버스비,9
5049,운동장,9
3945,단도,9
1601,흉물,9
7048,아트,9
2548,마포구청역,9
1663,다인,9
837,금전,9
835,자인,9
2214,이드,9
2543,금도,9
5528,전립선,9
1615,철수,9
1654,행동,9
430,이글,9
5513,포츠,9
804,색,9
1339,중계동,9
10262,똥,9
2549,직진,9
5384,가산디지털단지역,9
6464,정동,9
1988,조만간,9
2224,헬리,9
2344,서울대입구역,9
5131,백,9
1443,근로자,9
1269,이동인,9
7018,석수역,9
1712,오목,9
2572,고루,9
6286,노소,9
6580,고분,9
6691,그다음,9
1733,무니,9
879,안눌리,9
5829,수용,9
1366,부실,9
2582,동선,9
1421,쫌,9
5249,라이더,9
5882,헛돌,9
2124,우리동네,9
9507,구기동,9
7271,저리,9
5927,그린,9
695,어떡,9
774,휘,9
5226,댓글,9
2158,의뢰,9
1473,한성대입구역,9
5911,하차,9
1424,학생회,9
5447,초입,9
2451,대다수,9
6179,엘지,9
567,예방,9
563,모로,9
557,버스정류소,9
7112,대각선,9
7284,동영,9
1376,놀이터,9
757,아내,9
521,선상,9
1594,출입,9
6247,학,9
1596,고갈,9
2380,만날,9
2076,큰길,9
2379,내의,9
5491,땅,9
897,의지,9
2563,타인,9
5120,구멍,9
1804,기회,9
2637,깜빡,9
