,tokenized,detoken
129,"['결제', '방식', '개선', '매번', '결제', '새로', '카드', '정보', '입력', '려니', '불편']",결제 방식 개선 매번 결제 새로 카드 정보 입력 려니 불편
130,"['카카오톡', '톡', '자동로그인', '기능', '가능', '좋을거', '같아요']",카카오톡 톡 자동로그인 기능 가능 좋을거 같아요
131,"['뒤로가기', '종료', '안되', '여', '몇번', '해', '종료', '구', '물어', '보구', '제대로', '수정', '안되']",뒤로가기 종료 안되 여 몇번 해 종료 구 물어 보구 제대로 수정 안되
132,"['달', '정도', '사용', '있는데', '가성비', '부터', '최고', '운동', '교통비', '대만', '족', '입니다']",달 정도 사용 있는데 가성비 부터 최고 운동 교통비 대만 족 입니다
133,"['카카오톡', '연동', '로그인', '정기권', '대여']",카카오톡 연동 로그인 정기권 대여
134,"['어플', '에보니', '회원', '탈퇴', '없는데', '기록', '다시', '탈일', '없을꺼', '같네요']",어플 에보니 회원 탈퇴 없는데 기록 다시 탈일 없을꺼 같네요
135,"['시대', '느시', '대인', '삼성', '페이', '카카오톡', '결제', '안되', '자주', '카드', '기능', '해', '매번', '결', '결제', '빡쳐서', '안타', '잠재', '수익', '확보', '이용', '제발', '결제', '방법', '업뎃좀']",시대 느시 대인 삼성 페이 카카오톡 결제 안되 자주 카드 기능 해 매번 결 결제 빡쳐서 안타 잠재 수익 확보 이용 제발 결제 방법 업뎃좀
136,"['제발', '어플', '업데이트', '제발', '로그인', '부터', '빡쳐', '네이버', '연동', '아이디', '버튼', '연동', '아닌', '가요', '나', '문제', '아닌데', '안고', '사용자', '많은데']",제발 어플 업데이트 제발 로그인 부터 빡쳐 네이버 연동 아이디 버튼 연동 아닌 가요 나 문제 아닌데 안고 사용자 많은데
137,"['로그인', '시간', '상당', '삭제', '다시', '도시', '간이']",로그인 시간 상당 삭제 다시 도시 간이
138,['안되'],안되
139,"['지금', '화요일', '오후', '어플', '켜', '지지도', '다시', '실행', '안되', '일일권', '정기권', '어플', '문제', '인해', '사용', '부분', '대한', '보상', '어떻게', '있나요', '로그인', '자동로그인', '체크', '매번', '새로', '로그인', '따릉이', '정말', '편리', '좋은데', '어플', '문제', '인', '사용', '하니', '무용지물', '제발', '개선']",지금 화요일 오후 어플 켜 지지도 다시 실행 안되 일일권 정기권 어플 문제 인해 사용 부분 대한 보상 어떻게 있나요 로그인 자동로그인 체크 매번 새로 로그인 따릉이 정말 편리 좋은데 어플 문제 인 사용 하니 무용지물 제발 개선
140,"['어플', '겁', '자꾸', '다시', '열', '만']",어플 겁 자꾸 다시 열 만
141,"['별', '주기', '아까워요', '계정', '회원', '회원가입', '로그인', '오류', '사용', '로그인', '오류', '계속', '전화', '페북', '메세지', '연결', '장난', '합', '그냥', '홍보', '실제', '운영', '관리', '안되', '다시', '입하', '하니', '등록', '회원', '어떻게', '하나요', '대책', '운영', '하나요']",별 주기 아까워요 계정 회원 회원가입 로그인 오류 사용 로그인 오류 계속 전화 페북 메세지 연결 장난 합 그냥 홍보 실제 운영 관리 안되 다시 입하 하니 등록 회원 어떻게 하나요 대책 운영 하나요
142,"['결제', '안되', '거지', '같음', '이따', '위로', '어플', '진짜', '화남']",결제 안되 거지 같음 이따 위로 어플 진짜 화남
143,"['점도', '아까', '움', '제대로', '없음', '불편', '결제', '느린', '반응속도', '어플', '로', '둥', '일부러', '먹이', '수준', '싼마이', '외주', '준', '티', '남']",점도 아까 움 제대로 없음 불편 결제 느린 반응속도 어플 로 둥 일부러 먹이 수준 싼마이 외주 준 티 남
144,"['진짜', '별', '개도', '까운', '같아요', '결제', '복잡해요']",진짜 별 개도 까운 같아요 결제 복잡해요
145,"['집속', '로그인', '다시', '어플', '인간', '짤']",집속 로그인 다시 어플 인간 짤
146,"['적당', '불편']",적당 불편
147,"['재사용', '비밀번호', '찾기', '자체', '부터', '안되', '일시', '비밀번호', '신규가입', '안되', '그냥', '어플', '따릉이', '없어', '게', '듯']",재사용 비밀번호 찾기 자체 부터 안되 일시 비밀번호 신규가입 안되 그냥 어플 따릉이 없어 게 듯
148,['굿'],굿
149,"['자동', '로그인', '안되']",자동 로그인 안되
150,"['별', '개도', '아까워요', '자전거', '좋은데', '어플', '이개', '판이', '이처럼', '자전거', '어플', '뭔가', '정말', '이지', '한심한', '서울시']",별 개도 아까워요 자전거 좋은데 어플 이개 판이 이처럼 자전거 어플 뭔가 정말 이지 한심한 서울시
151,"['휴대폰', '새로', '카카오톡', '계정', '로그인', '본인', '확인', '카카오톡', '간', '다음', '확인', '다시', '따릉이', '어플', '리셋', '무한', '반복', '로그인', '없', '어떻게', '건가', '자전거', '한번', '힘드네요', '진짜']",휴대폰 새로 카카오톡 계정 로그인 본인 확인 카카오톡 간 다음 확인 다시 따릉이 어플 리셋 무한 반복 로그인 없 어떻게 건가 자전거 한번 힘드네요 진짜
152,"['지도', '몇', '대가', '있는지', '확실', '자전거', '보고', '선택', '가능', '좋아요']",지도 몇 대가 있는지 확실 자전거 보고 선택 가능 좋아요
153,"['로그인', '매번']",로그인 매번
154,"['이런', '한심한', '인프라', '네', '선거', '장치', '달', '으스', '거리', '계세', '순', '정신', '차려']",이런 한심한 인프라 네 선거 장치 달 으스 거리 계세 순 정신 차려
155,"['따릉이', '최고']",따릉이 최고
156,"['처음', '뭘케', '어플', '고구마', '로', '답답해못', '더워', '고생']",처음 뭘케 어플 고구마 로 답답해못 더워 고생
157,"['정말', '쓰레기', '까운', '어플', '시스템', '이런', '어플', '때문', '짜증', '발열', '심', '오류']",정말 쓰레기 까운 어플 시스템 이런 어플 때문 짜증 발열 심 오류
158,"['어플', '자체', '오류', '투성이']",어플 자체 오류 투성이
159,"['자동로그인', '수백', '체크', '로그인', '절대', '자동로그인', '없는', '어플']",자동로그인 수백 체크 로그인 절대 자동로그인 없는 어플
160,"['제발', '앱좀', '매번', '카드', '정보', '입력', '회원정보', '수집', '로그인', '탈때', '불편', '해죽', '결제', '한번', '법', '없고', '결제', '방식', '카드', '정보', '입력', '불편', '개선']",제발 앱좀 매번 카드 정보 입력 회원정보 수집 로그인 탈때 불편 해죽 결제 한번 법 없고 결제 방식 카드 정보 입력 불편 개선
161,"['서비스', '좋은데', '어플', '리뷰', '수정', '근래', '가장', '쓰기', '불편', '어플', '같습니다']",서비스 좋은데 어플 리뷰 수정 근래 가장 쓰기 불편 어플 같습니다
162,"['정말', '편', '좋아요']",정말 편 좋아요
163,"['따릉이', '있', '젛', '프로그램', '생각', '상담원', '분', '친절', '어플', '사용', '려면', '튕', '기기', '자동로그인', '풀', '리기', '대여', '반납', '해제', '안되', '어있어', '고객센터', '전화', '등등', '계', '안되', '어플', '관리자', '능지처참', '부관참시', '업계', '다시', '발', '함', '참고', '별하나', '어플', '관해', '입니다']",따릉이 있 젛 프로그램 생각 상담원 분 친절 어플 사용 려면 튕 기기 자동로그인 풀 리기 대여 반납 해제 안되 어있어 고객센터 전화 등등 계 안되 어플 관리자 능지처참 부관참시 업계 다시 발 함 참고 별하나 어플 관해 입니다
164,"['따릉', '사랑']",따릉 사랑
165,"['어플', '로그인', '다시', '삼성', '패스', '해', '어플', '자꾸', '풀림', '결제', '빠른', '결제', '적용', '다시', '일일권', '살때', '결제', '오래', '따릉이', '좋은데', '어플', '개차반']",어플 로그인 다시 삼성 패스 해 어플 자꾸 풀림 결제 빠른 결제 적용 다시 일일권 살때 결제 오래 따릉이 좋은데 어플 개차반
166,['좋아요'],좋아요
167,"['진짜', '만하', '안남', '결제', '시스템', '짜증', '결제', '거지', '카카오톡', '도안', '전화', '도안', '그냥', '결제']",진짜 만하 안남 결제 시스템 짜증 결제 거지 카카오톡 도안 전화 도안 그냥 결제
168,"['어플', '켜', '지질', '계속', '따릉이', '어떻게', '타라', '건가']",어플 켜 지질 계속 따릉이 어떻게 타라 건가
169,"['쓰레기', '귀찮아서', '평가', '일부', '평가', '달', '그런', '쓰레기', '같은', '어플', '경쟁자', '없으', '나랏돈', '이따', '구로', '건가', '공무원', '없던', '적개심', '생기', '그런', '쓰레기', '진', '심', '공기', '관', '어플', '돈', '안되', '창피해', '그거', '우리', '세금', '알']",쓰레기 귀찮아서 평가 일부 평가 달 그런 쓰레기 같은 어플 경쟁자 없으 나랏돈 이따 구로 건가 공무원 없던 적개심 생기 그런 쓰레기 진 심 공기 관 어플 돈 안되 창피해 그거 우리 세금 알
170,"['업데이트', '지우', '다시', '다운', '돈', '서울시']",업데이트 지우 다시 다운 돈 서울시
171,"['인증번호', '절대', '열받']",인증번호 절대 열받
172,"['인생', '최악', '어플', '입니다', '미친', '어디', '비', '회원', '구매', '사용', '려면', '로그인', '정말', '정말', '쓸데없는', '어플', '입니다', '이따', '구로', '어플', '초음', '사람', '어떻게', '이용', '합', '건가', '참나', '어이', '없', '돈', '먹튀', '플로', '안보', '최악', '최악', '입니다', '아무', '사용']",인생 최악 어플 입니다 미친 어디 비 회원 구매 사용 려면 로그인 정말 정말 쓸데없는 어플 입니다 이따 구로 어플 초음 사람 어떻게 이용 합 건가 참나 어이 없 돈 먹튀 플로 안보 최악 최악 입니다 아무 사용
173,"['좋은데', '이용권', '결제', '방법', '주시', '신용카드', '정보', '저장', '가능', '매번', '결제', '카드', '번호', '번거로워요']",좋은데 이용권 결제 방법 주시 신용카드 정보 저장 가능 매번 결제 카드 번호 번거로워요
174,"['정말', '데기', '같은', '어플', '웹뷰', '히스토리', '백', '처리', '적당', '어도', '이런', '지옥불', '사용성', '아닐텐데']",정말 데기 같은 어플 웹뷰 히스토리 백 처리 적당 어도 이런 지옥불 사용성 아닐텐데
175,['좋아요'],좋아요
176,"['자전거', '이용', '거리', '도보', '이지', '출근시간', '따릉이', '이용', '따릉이', '대여', '시간', '복불복', '나', '비밀번호', '대여', '대여', '신청', '계속', '카드', '뜸', '결과', '도보', '거리', '자전거', '도', '기적', '누가', '시스템', '고장', '자전거', '관심', '없는', '담당자', '평소', '생각', '일', '인간', '답', '고장', '자전거', '파악', '제대로', '이루', '지지', '오늘', '계속', '카드', '따릉이', '분만', '대여', '같은', '기분', '좌판', '전체', '리뷰']",자전거 이용 거리 도보 이지 출근시간 따릉이 이용 따릉이 대여 시간 복불복 나 비밀번호 대여 대여 신청 계속 카드 뜸 결과 도보 거리 자전거 도 기적 누가 시스템 고장 자전거 관심 없는 담당자 평소 생각 일 인간 답 고장 자전거 파악 제대로 이루 지지 오늘 계속 카드 따릉이 분만 대여 같은 기분 좌판 전체 리뷰
177,"['좋은데', '자전거', '늘', '리지', '자전거', '교통법', '강화', '야합', '자전거', '도로', '위로', '인간', '벌금', '야합', '려']",좋은데 자전거 늘 리지 자전거 교통법 강화 야합 자전거 도로 위로 인간 벌금 야합 려
178,"['플래시', '기능', '야간', '인식', '안되']",플래시 기능 야간 인식 안되
179,"['사비', '스', '취지', '좋으나', '어플', '쓰레기']",사비 스 취지 좋으나 어플 쓰레기
180,"['조금', '햇', '갈리', '계속', '익숙']",조금 햇 갈리 계속 익숙
181,"['위치', '서비스', '끈', '상태', '따릉이', '위치', '물방울', '표시', '안됩니다', 'UI', '자체', '개구', '림']",위치 서비스 끈 상태 따릉이 위치 물방울 표시 안됩니다 UI 자체 개구 림
